barrio,dia,direccion_viento_tarde,direccion_viento_temprano,horas_de_sol,humedad_tarde,humedad_temprano,id,llovieron_hamburguesas_hoy,mm_evaporados_agua,mm_lluvia_dia,nubosidad_tarde,nubosidad_temprano,presion_atmosferica_tarde,presion_atmosferica_temprano,rafaga_viento_max_direccion,rafaga_viento_max_velocidad,temp_max,temp_min,temperatura_tarde,temperatura_temprano,velocidad_viendo_tarde,velocidad_viendo_temprano
Belgrano,2009-07-02,Oeste,Oestesuroeste,9.7,25.0,53.0,12249,no,3.4,0.0,2.0,2.0,1013.4,1015.6,Oestesuroeste,39.0,17.5,3.3,17.3,10.4,24.0,11.0
Palermo,2015-08-02,Oestenoroeste,Norte,6.5,45.0,63.0,66506,no,1.4,0.0,7.0,3.0,1010.6,1013.2,Oestenoroeste,52.0,14.1,5.3,12.9,8.1,31.0,19.0
Parque Chacabuco,2012-05-17,Nornoreste,Norte,8.5,30.0,73.0,71595,no,2.2,0.0,2.0,6.0,1021.4,1025.2,Norte,48.0,20.5,1.6,20.2,9.2,13.0,6.0
Villa Pueyrredón,2010-08-18,Oestesuroeste,Sursuroeste,,66.0,78.0,127426,si,,17.2,,,1014.4,1012.8,suroeste,52.0,12.2,6.5,11.1,8.9,17.0,19.0
Villa Devoto,2009-11-07,Oestenoroeste,Nornoreste,,64.0,69.0,111921,no,,0.2,,,1012.4,1011.6,Noroeste,50.0,22.6,11.4,18.7,19.1,17.0,6.0
Constitución,2010-03-23,Estenoreste,Oestenoroeste,10.9,60.0,74.0,30957,no,4.4,0.0,5.0,0.0,1017.4,1020.1,,,27.0,18.7,26.1,21.6,22.0,13.0
Villa General Mitre,2009-04-03,Estesureste,Este,10.8,25.0,56.0,114712,no,,0.0,,0.0,1024.1,1026.4,,,28.2,12.4,27.4,17.9,30.0,43.0
Caballito,2013-04-23,Sur,Oestenoroeste,,53.0,62.0,19599,no,,0.0,,,1011.9,1013.1,Oestenoroeste,22.0,23.0,13.3,22.2,17.9,15.0,9.0
Villa Crespo,2016-04-08,Sur,Sur,8.9,34.0,68.0,108127,no,,1.0,0.0,,1021.3,1024.6,Sursureste,33.0,23.6,10.3,23.0,15.3,20.0,24.0
Villa Pueyrredón,2016-08-09,Oestenoroeste,Oeste,,87.0,78.0,129517,si,,12.4,,,1016.2,1016.0,,,14.3,5.8,11.9,10.8,15.0,22.0
Chacarita,2011-05-17,Oestesuroeste,Sursuroeste,9.9,56.0,57.0,21955,no,3.8,0.0,1.0,1.0,1020.3,1023.2,suroeste,26.0,20.8,14.7,20.1,18.9,17.0,9.0
Boedo,2009-09-13,,,,,38.0,15362,no,,0.0,,0.0,,,,,,10.0,,21.6,,
Villa Real,2013-10-25,Oestenoroeste,Noroeste,8.4,40.0,44.0,131691,no,4.2,0.8,,,1005.0,1006.7,Oestenoroeste,93.0,16.6,5.8,15.8,12.9,39.0,26.0
San Cristóbal,2011-10-14,Sursureste,Sur,,77.0,88.0,91257,si,,14.0,,,1014.1,1017.9,Sursureste,37.0,24.6,17.1,23.4,21.4,28.0,19.0
Chacarita,2017-01-01,Este,Estenoreste,,65.0,63.0,23952,,,,8.0,8.0,1012.7,1013.4,Estenoreste,28.0,24.8,17.5,22.3,22.6,13.0,19.0
Parque Avellaneda,2015-09-20,Norte,Norte,10.7,,,69748,,4.8,,,,,,Norte,50.0,,,,,22.0,37.0
Liniers,2011-08-29,Oestenoroeste,Oestenoroeste,8.7,31.0,56.0,46954,no,4.6,0.0,1.0,5.0,1017.7,1019.2,Oestenoroeste,44.0,17.9,2.6,16.2,11.5,31.0,15.0
Villa Santa Rita,2012-10-16,Noreste,Norte,11.8,4.0,7.0,137456,no,11.4,0.0,1.0,0.0,1011.1,1015.6,Oestenoroeste,44.0,37.3,11.9,35.2,30.3,17.0,17.0
San Nicolás,2017-02-20,Nornoreste,Este,,68.0,71.0,96194,si,5.8,1.8,1.0,7.0,1008.0,1009.9,Nornoreste,31.0,32.2,24.9,30.5,29.5,19.0,4.0
Puerto Madero,2017-06-25,Norte,Norte,3.8,69.0,68.0,80997,no,2.8,0.0,7.0,7.0,1015.3,1017.6,Nornoreste,39.0,13.0,7.9,11.7,9.0,17.0,15.0
Villa Santa Rita,2009-10-24,Este,Nornoreste,11.6,6.0,10.0,136398,no,12.0,0.0,3.0,1.0,1011.9,1016.4,Estesureste,39.0,38.3,17.5,37.2,33.0,17.0,15.0
La Paternal,2017-03-27,Noreste,Nornoreste,,78.0,73.0,45496,no,,0.0,,,1010.9,1016.4,Noreste,48.0,25.9,20.9,24.2,22.4,41.0,22.0
Saavedra,2014-10-19,Estesureste,Sureste,9.7,53.0,56.0,89259,no,12.0,0.2,6.0,7.0,1016.5,1019.4,Sursureste,56.0,29.8,21.7,27.2,26.8,39.0,31.0
Belgrano,2014-03-30,Oestesuroeste,Estenoreste,,32.0,70.0,13892,no,,0.0,,,1015.1,1017.7,Sursuroeste,24.0,31.6,18.2,31.0,22.4,11.0,13.0
Boedo,2011-08-02,Noroeste,Noroeste,,35.0,72.0,16020,no,,0.0,1.0,1.0,,,,,23.7,8.2,23.2,15.0,2.0,2.0
Villa Real,2013-08-29,Nornoreste,Nornoreste,4.6,59.0,69.0,131634,no,1.8,0.0,,,1011.0,1018.5,Nornoreste,39.0,16.3,3.4,15.5,7.8,9.0,22.0
San Nicolás,2009-06-17,Noreste,Sursuroeste,10.2,60.0,31.0,93478,no,5.8,0.0,1.0,1.0,1015.8,1019.7,Estenoreste,35.0,27.0,10.8,24.3,21.9,28.0,9.0
Retiro,2016-03-25,Estenoreste,Oestesuroeste,11.1,49.0,62.0,86742,no,4.6,0.0,1.0,2.0,1015.9,1020.1,Estenoreste,22.0,30.4,19.2,28.1,25.5,9.0,2.0
Monserrat,2016-03-29,Sursureste,Sur,,63.0,69.0,57688,no,,0.0,8.0,4.0,1018.8,1019.5,Sursureste,43.0,16.6,9.4,14.4,11.9,30.0,30.0
Villa Soldati,2013-09-13,Nornoreste,Este,10.8,37.0,66.0,140922,no,8.0,0.0,2.0,6.0,1009.1,1014.5,Norte,37.0,34.3,22.7,33.7,28.0,22.0,6.0
San Nicolás,2011-01-26,Estenoreste,Este,11.7,61.0,63.0,94066,no,7.2,0.0,2.0,3.0,1009.3,1011.3,Noreste,39.0,31.5,24.6,30.1,29.3,28.0,9.0
Parque Chacabuco,2015-10-03,Noroeste,Norte,11.6,7.0,19.0,72770,no,7.4,0.0,0.0,0.0,1023.1,1029.5,Nornoreste,41.0,34.7,11.5,34.1,26.0,22.0,20.0
Boedo,2008-12-18,Sureste,Sureste,,34.0,91.0,15093,no,,0.0,7.0,2.0,,,,,34.0,17.6,31.0,20.0,56.0,4.0
Recoleta,2009-03-03,,,1.9,,,81059,,8.0,,,,,,,,,,,,,
Recoleta,2012-08-14,Oestesuroeste,Noroeste,7.4,76.0,99.0,82289,si,2.6,2.6,,,1015.6,1014.5,Oestesuroeste,37.0,13.9,7.7,13.4,10.1,11.0,13.0
Recoleta,2010-05-12,suroeste,Norte,7.2,78.0,95.0,81494,si,1.4,3.6,,,1025.3,1025.6,Oestesuroeste,33.0,14.9,6.1,12.6,8.7,13.0,4.0
Villa Santa Rita,2012-06-27,Estesureste,Oeste,10.1,23.0,63.0,137345,no,4.0,0.0,0.0,0.0,1020.1,1024.9,Este,33.0,19.1,-1.5,18.2,6.1,13.0,2.0
Recoleta,2014-11-13,Nornoreste,Estenoreste,2.8,16.0,76.0,83051,no,6.0,0.0,,,1008.3,1012.9,Norte,28.0,35.0,10.0,33.5,15.9,15.0,7.0
Retiro,2014-05-06,Oeste,suroeste,9.5,33.0,45.0,86053,no,5.0,0.0,3.0,1.0,1017.6,1021.2,suroeste,20.0,22.4,10.4,21.0,17.2,9.0,7.0
Parque Avellaneda,2015-12-27,Sur,Sursuroeste,8.9,,,69846,,4.4,,,,,,Sursureste,48.0,,,,,30.0,13.0
Caballito,2010-05-15,Sursuroeste,suroeste,,65.0,56.0,18614,no,,0.0,,,1015.8,1017.1,Sur,41.0,19.9,12.2,19.4,15.8,28.0,13.0
Belgrano,2015-04-29,Este,Este,9.7,28.0,53.0,14287,no,3.8,0.0,3.0,2.0,1022.2,1026.1,Estenoreste,35.0,25.0,9.5,23.6,17.8,13.0,28.0
Palermo,2010-03-01,Sursureste,Sureste,8.5,52.0,45.0,64615,no,8.0,0.0,7.0,3.0,1022.2,1024.0,Sursureste,54.0,20.3,13.2,18.6,15.3,39.0,33.0
Colegiales,2012-03-19,,,,,,28310,,,,,,,,Estesureste,43.0,23.0,16.0,,,,
Recoleta,2015-07-31,Nornoreste,Norte,3.9,,,83311,si,1.6,5.4,,,1015.1,1020.6,Nornoreste,39.0,12.4,3.2,10.6,6.3,19.0,9.0
Villa Lugano,2015-01-28,Oestesuroeste,Oestenoroeste,12.9,26.0,28.0,119758,no,14.2,0.0,2.0,2.0,1004.9,1008.0,Este,54.0,38.7,22.4,36.0,32.0,26.0,9.0
Villa Ortúzar,2012-06-22,suroeste,Oeste,,53.0,82.0,125061,no,,0.8,,,,,Sursuroeste,30.0,16.0,5.6,14.9,9.2,15.0,13.0
Villa Santa Rita,2011-07-21,Estenoreste,Nornoreste,10.3,15.0,56.0,137003,no,4.0,0.0,,0.0,1020.3,1024.4,Estesureste,31.0,19.8,-0.5,19.5,8.0,17.0,2.0
Recoleta,2017-06-06,Sur,Sur,,64.0,82.0,83987,si,,2.0,,,1030.6,1030.5,Sursuroeste,30.0,13.5,7.6,12.7,8.5,17.0,6.0
Villa Crespo,2011-11-09,Noroeste,Norte,11.1,23.0,74.0,106574,si,10.4,10.2,2.0,2.0,1006.1,1008.2,suroeste,74.0,34.2,19.0,33.8,23.5,28.0,24.0
Villa Luro,2010-05-26,Oestenoroeste,Noreste,6.8,51.0,71.0,121332,no,2.6,0.0,7.0,1.0,1007.4,1012.7,Nornoreste,30.0,22.2,6.3,19.6,12.7,11.0,7.0
Puerto Madero,2017-06-12,Sur,Este,1.9,98.0,99.0,80984,no,0.6,0.0,7.0,7.0,1025.7,1026.9,suroeste,19.0,15.6,3.4,14.3,7.7,6.0,2.0
Parque Chacabuco,2014-05-30,Nornoreste,Este,7.5,34.0,76.0,72279,no,1.2,0.0,5.0,5.0,1021.5,1024.8,Nornoreste,24.0,20.5,11.3,20.0,15.0,13.0,9.0
San Nicolás,2011-10-15,Norte,Norte,8.5,70.0,74.0,94298,si,7.0,3.4,5.0,7.0,1009.3,1014.2,Norte,41.0,30.7,22.4,29.1,28.4,28.0,15.0
Recoleta,2009-08-24,Noroeste,Nornoreste,3.4,78.0,87.0,81233,si,4.2,15.8,,,992.8,997.1,Oestenoroeste,69.0,13.0,7.2,12.6,9.5,31.0,26.0
Villa Soldati,2012-06-09,Este,Sureste,10.7,25.0,46.0,140520,no,6.0,0.0,0.0,0.0,1012.2,1016.1,Este,37.0,29.3,16.7,28.8,21.1,20.0,17.0
Villa Lugano,2015-04-05,Sureste,Este,10.2,26.0,57.0,119825,no,6.0,0.0,7.0,1.0,1017.9,1020.9,Este,72.0,30.5,17.3,29.7,20.9,22.0,19.0
Agronomía,2017-05-18,Sureste,,,44.0,77.0,3001,no,,0.0,,,1021.6,1024.9,Estesureste,20.0,22.6,6.7,21.1,11.5,11.0,0.0
Monte Castro,2014-11-28,Oestenoroeste,Oeste,,60.0,67.0,54161,si,,1.2,,,,,Este,26.0,17.9,3.9,15.9,12.0,9.0,4.0
Retiro,2016-02-14,Este,Sur,12.3,49.0,56.0,86702,no,5.4,0.2,1.0,3.0,1006.1,1008.9,Este,31.0,32.5,20.3,31.1,27.2,17.0,9.0
Constitución,2017-02-25,Sursuroeste,Sur,0.0,87.0,89.0,33399,si,4.4,7.8,8.0,8.0,1020.1,1020.5,Sursuroeste,44.0,20.8,18.6,19.0,18.7,19.0,19.0
Constitución,2009-01-27,Sursureste,Sur,1.7,93.0,95.0,30537,si,1.8,14.2,8.0,8.0,1019.9,1021.1,,,23.9,20.2,22.4,20.8,7.0,9.0
San Cristóbal,2010-06-05,Sur,Noroeste,,43.0,60.0,90791,no,,0.0,,,1008.4,1009.7,Sur,37.0,24.9,14.4,23.6,19.9,17.0,11.0
Villa Ortúzar,2015-09-11,Noroeste,Noroeste,,24.0,64.0,126178,,,,,,,,Noroeste,35.0,22.6,4.3,22.1,15.1,20.0,13.0
Barracas,2013-12-10,Nornoreste,Norte,1.0,53.0,89.0,10773,no,5.8,0.4,8.0,8.0,1005.0,1008.7,Nornoreste,35.0,27.7,20.6,27.5,21.2,20.0,13.0
Villa Pueyrredón,2012-11-11,Oeste,suroeste,,54.0,59.0,128209,si,,6.0,,,1021.8,1020.3,suroeste,44.0,18.0,10.7,16.6,15.1,20.0,22.0
Monte Castro,2016-01-26,Estenoreste,Estenoreste,,98.0,100.0,54585,si,,2.6,,,,,Estenoreste,37.0,16.4,9.8,13.9,11.0,13.0,11.0
Recoleta,2013-01-28,Sursuroeste,Nornoreste,5.4,98.0,76.0,82425,no,6.2,0.0,,,1013.9,1012.0,Sursuroeste,46.0,20.9,7.5,14.6,15.1,22.0,6.0
Villa Riachuelo,2011-10-15,Nornoreste,Noroeste,,62.0,93.0,134049,si,,4.4,,,1000.4,1003.5,Nornoreste,54.0,16.9,11.0,16.3,14.5,22.0,9.0
Retiro,2014-11-17,Este,Estesureste,11.9,57.0,53.0,86248,no,6.2,0.0,6.0,1.0,1011.5,1013.0,Este,31.0,30.3,23.4,26.6,28.9,15.0,11.0
Parque Patricios,2012-10-09,suroeste,Nornoreste,2.8,95.0,87.0,76327,no,3.2,0.0,8.0,7.0,1013.2,1015.1,Oeste,37.0,13.3,2.8,11.5,10.2,19.0,9.0
Villa Devoto,2011-08-19,Norte,Nornoreste,,63.0,68.0,112541,no,,0.0,,,1015.2,1018.5,Norte,39.0,19.5,12.5,18.4,13.3,24.0,15.0
Floresta,2010-10-01,Nornoreste,Este,6.3,36.0,69.0,37167,no,3.0,0.0,6.0,7.0,1024.5,1027.1,Este,17.0,17.3,2.4,17.0,9.7,9.0,11.0
San Telmo,2012-10-29,Oeste,Norte,,13.0,43.0,97871,no,13.4,0.0,,,1014.8,1018.8,Oeste,33.0,30.6,10.7,29.2,20.2,6.0,7.0
Villa Real,2016-06-16,Norte,Nornoreste,2.4,53.0,62.0,132656,no,1.8,0.0,7.0,7.0,1009.5,1015.2,Nornoreste,59.0,14.1,6.1,13.7,11.0,17.0,24.0
Núñez,2017-03-27,Oestenoroeste,,,30.0,98.0,64100,no,,0.0,8.0,8.0,1002.2,1006.9,Oestesuroeste,80.0,37.5,14.4,34.9,17.3,28.0,0.0
Villa Crespo,2013-10-28,suroeste,Sursuroeste,12.3,23.0,67.0,107234,no,11.4,0.0,0.0,4.0,1016.1,1017.9,Sur,59.0,25.1,13.7,23.6,15.3,31.0,35.0
San Telmo,2010-05-25,Sur,,2.0,65.0,97.0,97013,si,0.6,20.0,,,1006.6,1005.9,Sureste,31.0,17.8,13.1,17.5,13.8,15.0,0.0
Agronomía,2014-06-17,,Noroeste,,77.0,95.0,1935,si,,6.8,1.0,7.0,1028.7,1027.9,Oeste,22.0,13.8,5.7,12.2,8.7,0.0,11.0
Parque Patricios,2010-12-25,Sur,Sursureste,9.7,59.0,95.0,75703,no,3.6,0.0,,,1010.7,1012.5,Oestesuroeste,30.0,21.9,13.0,18.8,16.7,17.0,6.0
Villa Real,2014-11-04,Noroeste,Nornoreste,7.1,33.0,47.0,132066,no,3.4,0.0,7.0,6.0,1013.6,1017.7,Norte,50.0,22.9,8.3,22.0,14.3,11.0,33.0
Parque Chacabuco,2013-04-27,Nornoreste,Nornoreste,9.6,12.0,47.0,71881,no,3.4,0.0,3.0,2.0,1015.8,1021.0,Noroeste,43.0,28.4,11.0,28.1,18.2,24.0,19.0
Villa General Mitre,2014-05-22,Nornoreste,Norte,5.6,63.0,86.0,116498,si,,1.2,5.0,3.0,1011.3,1014.5,Nornoreste,39.0,22.5,10.9,22.3,17.6,20.0,13.0
San Telmo,2013-06-22,Estenoreste,Noreste,1.8,63.0,88.0,98048,si,,12.8,,,1015.3,1015.6,Estenoreste,48.0,13.7,9.7,13.5,10.1,22.0,17.0
Parque Chacabuco,2010-07-27,Este,Este,6.9,44.0,82.0,70965,no,1.8,0.0,7.0,4.0,1029.1,1033.1,Este,31.0,16.3,4.3,15.7,7.3,15.0,19.0
Villa General Mitre,2012-07-21,Estesureste,Sur,9.3,32.0,35.0,115887,,,,,,1022.7,1026.5,,,22.2,5.9,21.4,14.8,17.0,6.0
Flores,2012-07-10,Nornoreste,Noroeste,2.4,61.0,82.0,34776,no,1.8,0.0,7.0,7.0,1020.9,1026.7,Nornoreste,54.0,19.4,7.8,18.6,11.1,28.0,9.0
Versalles,2017-04-09,suroeste,Oestesuroeste,8.5,47.0,61.0,105484,si,7.8,8.7,,6.0,1018.8,1017.7,Oestesuroeste,65.0,15.5,10.5,14.4,12.2,31.0,30.0
Villa Lugano,2013-01-13,Estenoreste,Estenoreste,0.4,57.0,59.0,119041,no,10.2,0.0,8.0,7.0,1009.9,1012.2,Este,52.0,28.5,22.1,26.3,24.7,28.0,31.0
Villa Pueyrredón,2013-10-08,Oestenoroeste,Noroeste,,58.0,89.0,128481,no,,0.0,,,1006.2,1006.8,Noroeste,46.0,18.6,13.4,17.4,14.8,24.0,15.0
La Boca,2013-11-10,Sursureste,Sursureste,,85.0,59.0,41223,no,28.2,0.4,7.0,7.0,1015.6,1016.1,Sureste,52.0,22.4,18.0,18.1,19.6,30.0,28.0
Nueva Pompeya,2015-07-05,Nornoreste,,,52.0,85.0,60460,no,,0.0,,8.0,1019.6,1022.6,Nornoreste,28.0,13.2,0.0,12.2,4.6,17.0,0.0
Villa Real,2010-07-07,,Nornoreste,6.8,60.0,79.0,130574,no,2.0,0.2,5.0,5.0,1023.5,1023.6,Nornoreste,30.0,13.1,4.5,11.5,6.8,0.0,13.0
Recoleta,2012-04-07,Oeste,Nornoreste,0.4,53.0,79.0,82160,si,8.2,2.4,,,1021.9,1023.6,Oestesuroeste,37.0,17.1,10.2,16.0,12.8,17.0,7.0
Recoleta,2009-06-24,Nornoreste,,6.1,82.0,88.0,81172,no,1.4,0.4,,,1012.0,1012.5,Nornoreste,31.0,14.3,3.5,12.3,6.8,15.0,0.0
Villa Devoto,2013-12-28,Sursureste,Estesureste,,40.0,50.0,113344,no,,0.2,,,1013.8,1017.8,Sur,33.0,27.0,7.7,24.7,18.5,22.0,17.0
Villa Santa Rita,2010-06-29,Sur,Este,6.6,35.0,55.0,136646,no,3.6,0.0,2.0,7.0,1018.5,1021.8,Este,20.0,20.4,3.5,20.0,9.5,11.0,9.0
San Telmo,2014-02-14,Estenoreste,Noreste,0.0,86.0,93.0,98285,si,,75.2,,,998.8,1003.2,Noreste,26.0,24.5,20.6,23.2,22.0,7.0,11.0
Villa Riachuelo,2016-01-12,Nornoreste,Sureste,,46.0,63.0,135540,si,,6.0,2.0,,,,Nornoreste,43.0,27.2,13.6,24.9,19.2,20.0,15.0
Villa Soldati,2009-09-14,Norte,Noreste,9.2,60.0,67.0,139551,no,6.0,0.0,1.0,1.0,1010.6,1015.0,Norte,35.0,32.1,24.5,31.0,28.6,24.0,20.0
Coghlan,2017-01-17,Noroeste,Nornoreste,,21.0,67.0,27007,no,,0.0,,,,,Noroeste,41.0,43.9,19.4,42.5,25.6,24.0,6.0
Parque Chas,2014-11-13,Nornoreste,Este,,9.0,24.0,74024,no,,0.0,,,1008.1,1013.5,Nornoreste,39.0,37.2,15.4,35.7,22.3,15.0,19.0
Liniers,2011-05-30,Sur,Sursureste,1.9,56.0,69.0,46863,no,1.6,0.0,7.0,7.0,1022.8,,Sur,35.0,14.0,3.1,12.5,9.4,26.0,13.0
Núñez,2011-08-05,Norte,,7.7,38.0,92.0,62098,no,3.6,0.0,4.0,1.0,1014.6,1017.6,Noroeste,31.0,23.1,3.0,22.6,10.5,19.0,0.0
Villa del Parque,2009-09-04,Norte,Nornoreste,8.5,42.0,63.0,108848,no,1.2,0.0,4.0,7.0,1010.3,1018.6,,,18.7,7.8,18.5,12.2,9.0,4.0
Vélez Sársfield,2014-06-01,Sureste,Sursureste,0.1,92.0,97.0,101432,si,0.4,2.2,7.0,8.0,1017.0,1017.5,Sursureste,33.0,15.5,6.7,14.9,12.6,11.0,17.0
Caballito,2015-05-21,Sur,Oeste,,66.0,77.0,20352,si,,3.0,,,1016.3,1018.6,Sur,52.0,20.3,14.9,18.6,17.6,24.0,6.0
Retiro,2013-08-11,Estenoreste,suroeste,10.0,37.0,58.0,85785,no,3.0,0.0,1.0,4.0,1015.8,1019.6,Estenoreste,15.0,26.9,10.8,25.3,17.5,9.0,2.0
Parque Chacabuco,2012-10-15,Oestenoroeste,Norte,7.5,4.0,20.0,71746,no,9.0,0.0,7.0,7.0,1017.1,1020.5,Nornoreste,50.0,32.8,14.6,31.4,20.6,28.0,19.0
Nueva Pompeya,2012-04-26,Sursuroeste,Oestesuroeste,,58.0,86.0,59354,no,,0.2,6.0,7.0,1021.0,1023.4,Oestenoroeste,50.0,16.0,5.2,15.4,11.6,17.0,11.0
Parque Avellaneda,2015-08-12,Oeste,,2.6,,,69709,,5.0,,,,,,Nornoreste,61.0,,,,,20.0,0.0
Liniers,2017-02-16,Nornoreste,Este,,13.0,50.0,48893,no,,0.0,,,1008.6,1011.9,Norte,44.0,34.4,10.4,33.0,19.9,20.0,4.0
Belgrano,2016-12-20,Sursuroeste,Nornoreste,,87.0,61.0,14888,no,,0.0,8.0,4.0,1008.6,1012.6,Oestesuroeste,78.0,35.0,20.2,21.5,24.1,46.0,35.0
Parque Avellaneda,2013-01-13,Sursuroeste,Sursuroeste,1.1,56.0,70.0,68796,no,6.4,0.0,,,1014.6,1013.5,Sur,48.0,20.8,16.2,18.3,16.8,17.0,19.0
Constitución,2015-10-03,Este,Oeste,11.1,47.0,62.0,32888,no,7.2,0.0,1.0,0.0,1024.7,1030.6,Este,22.0,27.5,14.2,27.3,21.5,11.0,13.0
Villa Urquiza,2014-03-11,Sur,Noroeste,,50.0,80.0,142679,no,8.0,0.0,4.0,0.0,1006.6,1010.7,Sursureste,28.0,,22.4,34.5,27.1,13.0,7.0
Caballito,2011-09-16,Estenoreste,Oestenoroeste,,77.0,46.0,19073,no,,0.0,,,1012.9,1018.4,Nornoreste,26.0,23.7,12.8,19.1,19.9,15.0,6.0
Parque Chacabuco,2016-05-23,Oestesuroeste,Oeste,9.4,34.0,79.0,73003,si,4.0,1.4,,0.0,1021.8,1023.4,Oestesuroeste,39.0,19.5,9.6,19.3,11.7,19.0,15.0
Puerto Madero,2015-07-13,Oeste,Oestesuroeste,0.3,89.0,100.0,80284,si,2.8,26.6,8.0,7.0,1009.9,1012.5,suroeste,54.0,11.8,3.4,11.0,7.9,15.0,22.0
Palermo cheto,2013-05-18,Sureste,Sureste,,25.0,60.0,143960,no,,0.0,,,1016.4,1020.9,Este,30.0,23.7,5.5,22.5,12.4,2.0,9.0
Coghlan,2014-11-04,Nornoreste,Norte,,38.0,68.0,26202,no,,0.0,,,,,Estenoreste,35.0,28.0,15.6,26.8,18.4,13.0,13.0
Chacarita,2010-11-15,Este,Estesureste,12.5,55.0,66.0,21802,no,7.6,0.0,1.0,5.0,1018.9,1020.6,Este,46.0,21.0,16.2,19.8,19.1,30.0,24.0
Villa Ortúzar,2012-03-21,Sureste,Sursureste,,59.0,81.0,124968,no,,0.2,,,,,Sureste,30.0,18.0,12.3,17.3,14.4,15.0,9.0
Villa Real,2011-11-12,Noroeste,Nornoreste,11.9,28.0,39.0,131037,no,6.2,0.0,,,1013.9,1013.9,Oeste,52.0,20.5,11.5,19.2,15.2,22.0,22.0
Puerto Madero,2009-01-25,Sur,Noreste,13.3,18.0,62.0,78013,no,8.0,0.0,0.0,0.0,1016.3,1018.3,suroeste,39.0,30.6,9.3,28.6,15.1,9.0,4.0
Agronomía,2011-08-02,Noreste,,,44.0,90.0,944,no,,0.0,,,1018.0,1022.2,Estenoreste,26.0,20.6,6.5,19.5,10.7,13.0,0.0
Balvanera,2017-01-07,Estenoreste,Estenoreste,,,,8888,si,,5.0,7.0,,1008.2,1012.6,Estenoreste,46.0,36.9,21.0,35.1,26.7,11.0,30.0
Villa Devoto,2011-10-05,Oestenoroeste,Norte,,79.0,75.0,112588,no,,0.0,,,1019.3,1019.9,Nornoreste,31.0,19.2,10.8,16.1,17.0,11.0,13.0
Vélez Sársfield,2016-09-28,Nornoreste,Nornoreste,,50.0,67.0,102282,no,,0.6,7.0,,995.7,1007.1,,,18.1,6.5,16.1,13.5,41.0,31.0
La Boca,2011-07-21,Oestesuroeste,suroeste,,94.0,87.0,40439,si,4.2,40.8,8.0,8.0,1012.4,1014.5,Oestesuroeste,48.0,15.2,11.3,11.8,12.9,26.0,22.0
Monte Castro,2016-07-07,Estesureste,Sureste,,99.0,100.0,54748,si,,3.4,,,,,Sursureste,56.0,2.9,-1.1,2.6,1.1,9.0,13.0
Agronomía,2015-11-01,Noreste,Estenoreste,,50.0,90.0,2437,si,,15.2,8.0,8.0,1006.6,1014.0,Oestesuroeste,57.0,27.3,15.0,26.0,17.7,19.0,13.0
Boedo,2009-05-16,Oeste,Oeste,,40.0,49.0,15242,no,,0.0,3.0,3.0,,,,,23.4,13.8,21.7,16.8,19.0,19.0
Villa Crespo,2012-11-25,Oestenoroeste,Estesureste,10.5,8.0,39.0,106956,no,16.0,0.0,3.0,3.0,1009.7,1013.1,Sureste,54.0,42.6,21.2,41.2,27.0,20.0,22.0
Villa Urquiza,2013-06-07,Estenoreste,Estesureste,,,,142402,no,5.8,0.0,1.0,2.0,1011.3,1014.7,Este,50.0,33.2,21.0,32.4,25.0,22.0,17.0
Parque Patricios,2011-09-24,Sureste,Sureste,4.9,71.0,72.0,75946,si,2.6,1.2,8.0,7.0,1024.6,1025.5,Estesureste,35.0,13.0,4.5,11.3,10.6,22.0,17.0
Flores,2012-08-08,Oestenoroeste,Nornoreste,10.6,19.0,51.0,34805,no,3.6,0.0,1.0,1.0,1015.1,1021.7,Noroeste,33.0,22.1,5.7,21.6,10.3,15.0,13.0
La Paternal,2011-01-18,Sureste,Sur,,73.0,76.0,43325,no,,0.0,8.0,8.0,1008.2,1008.1,Sursureste,35.0,22.9,18.0,21.2,20.9,19.0,19.0
San Cristóbal,2017-06-13,Sursureste,Sursureste,,100.0,100.0,93267,si,,15.2,,,1019.2,1019.1,Sureste,87.0,19.4,15.1,17.3,18.0,52.0,67.0
Caballito,2012-02-26,Noreste,Nornoreste,,81.0,81.0,19236,no,,0.0,,,1018.7,1020.7,Nornoreste,44.0,25.6,21.4,23.4,23.1,19.0,26.0
Recoleta,2009-03-15,Oestesuroeste,Oestenoroeste,7.8,57.0,91.0,81071,si,4.6,9.6,,,1012.4,1012.3,suroeste,54.0,17.8,9.3,17.2,11.0,33.0,20.0
Villa Real,2011-07-21,Estesureste,Sureste,2.2,64.0,69.0,130923,no,1.8,0.4,,,1034.8,1036.7,Sureste,41.0,10.7,6.9,9.9,8.6,17.0,13.0
Villa del Parque,2012-05-08,Oestenoroeste,Nornoreste,,86.0,86.0,109795,si,,16.0,8.0,7.0,1010.0,1007.4,,,15.1,9.5,13.5,11.8,9.0,11.0
San Nicolás,2013-07-29,Noreste,Sursuroeste,8.5,59.0,56.0,94892,no,5.0,0.0,4.0,6.0,1015.7,1019.8,Estenoreste,37.0,27.2,18.2,24.2,22.1,30.0,20.0
Monserrat,2010-07-22,Sursuroeste,Oeste,,99.0,100.0,55700,no,,0.4,7.0,8.0,1033.1,1033.5,Sursureste,28.0,10.4,1.0,9.2,6.3,15.0,7.0
